;total_graz;total_mainz;total_chemnitz;total_basel;total_stuttgart;total_marburg;total_halle;total_wien;total_erfurt;rel_graz;rel_mainz;rel_chemnitz;rel_basel;rel_stuttgart;rel_marburg;rel_halle;rel_wien;rel_erfurt;total_A;total_S;total_G;rel_G;rel_A;rel_S
120448041;0;2;0;0;0;22;1;0;3;0.0;0.003703703703703704;0.0;0.0;0.0;0.05045871559633028;0.000774593338497289;0.0;0.009345794392523364;0;0;28;0.010713801171842438;0.0;0.0
119006367;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
128947292;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
120739755;0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002840909090909091;0.0;2;0;0;0.0;0.0014204545454545455;0.0
120863855;2;0;0;0;0;0;0;0;0;0.0014285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0.0;0.0007142857142857143;0.0
1035259273;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
118993720;0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002840909090909091;0.0;2;0;0;0.0;0.0014204545454545455;0.0
118715461;1;0;0;0;0;0;0;5;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.007102272727272727;0.0;6;0;0;0.0;0.003908279220779221;0.0
115806407;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
11574326X;0;0;0;0;0;3;10;0;0;0.0;0.0;0.0;0.0;0.0;0.006880733944954129;0.0077459333849728895;0.0;0.0;0;0;13;0.00243777788832117;0.0;0.0
103127362X;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0022935779816513763;0.0;0.0;0.0;0;0;1;0.00038226299694189603;0.0;0.0
124460291;0;0;0;1;0;0;1;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.000774593338497289;0.0;0.0;0;1;1;0.00012909888974954817;0.0;0.0016051364365971107
131823280;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
120360721;6;3;0;0;2;0;0;0;0;0.004285714285714286;0.005555555555555556;0.0;0.0;0.002936857562408223;0.0;0.0;0.0;0.0;6;0;5;0.0014154021863272963;0.002142857142857143;0.0
11874559X;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
120587947;0;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.003115264797507788;0;0;2;0.0007639489297853165;0.0;0.0
118550241;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
118590669;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
118553569;1;1;0;2;2;1;1;0;1;0.0007142857142857143;0.001851851851851852;0.0;0.0032102728731942215;0.002936857562408223;0.0022935779816513763;0.000774593338497289;0.0;0.003115264797507788;1;2;6;0.0018286909219860882;0.00035714285714285714;0.0032102728731942215
118878484;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118615688;4;0;1;1;2;0;0;1;0;0.002857142857142857;0.0;0.007633587786259542;0.0016051364365971107;0.002936857562408223;0.0;0.0;0.0014204545454545455;0.0;5;1;3;0.0017617408914446275;0.0021387987012987013;0.0016051364365971107
1081941189;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
118627813;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
118500856;0;0;0;1;1;0;0;1;1;0.0;0.0;0.0;0.0016051364365971107;0.0014684287812041115;0.0;0.0;0.0014204545454545455;0.003115264797507788;1;1;2;0.0007639489297853165;0.0007102272727272727;0.0016051364365971107
118503987;0;0;0;0;2;0;0;0;0;0.0;0.0;0.0;0.0;0.002936857562408223;0.0;0.0;0.0;0.0;0;0;2;0.0004894762604013705;0.0;0.0
1163421057;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118518399;0;0;0;4;0;0;0;0;0;0.0;0.0;0.0;0.006420545746388443;0.0;0.0;0.0;0.0;0.0;0;4;0;0.0;0.0;0.006420545746388443
118551647;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0022935779816513763;0.0;0.0;0.0;0;0;1;0.00038226299694189603;0.0;0.0
118542672;0;0;0;0;0;0;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006230529595015576;0;0;2;0.0010384215991692627;0.0;0.0
118562681;0;2;0;0;1;0;0;0;0;0.0;0.003703703703703704;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;3;0.0008620220808179692;0.0;0.0
118521756;0;0;0;0;0;0;2;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.001549186676994578;0.0;0.0;0;0;2;0.00025819777949909634;0.0;0.0
118735365;1;0;0;0;0;1;0;0;2;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0022935779816513763;0.0;0.0;0.006230529595015576;1;0;3;0.0014206845961111589;0.00035714285714285714;0.0
11856370X;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
118594427;0;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.000774593338497289;0.0;0.0;0;0;2;0.00037383701995023343;0.0;0.0
118746235;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
118575236;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
11858331X;2;0;0;0;3;0;2;0;2;0.0014285714285714286;0.0;0.0;0.0;0.004405286343612335;0.0;0.001549186676994578;0.0;0.006230529595015576;2;0;7;0.002030833769270415;0.0007142857142857143;0.0
118587013;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118729101;0;0;0;0;2;0;0;0;0;0.0;0.0;0.0;0.0;0.002936857562408223;0.0;0.0;0.0;0.0;0;0;2;0.0004894762604013705;0.0;0.0
118649035;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118617648;0;0;0;0;0;0;2;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.001549186676994578;0.0;0.0;0;0;2;0.00025819777949909634;0.0;0.0
118590995;1;2;0;6;2;3;5;0;0;0.0007142857142857143;0.003703703703703704;0.0;0.009630818619582664;0.002936857562408223;0.006880733944954129;0.0038729666924864447;0.0;0.0;1;6;12;0.0028990436505920837;0.00035714285714285714;0.009630818619582664
118586114;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118640852;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
121808092;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
118556940;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
118556126;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118576771;0;0;0;1;0;0;0;0;2;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.006230529595015576;0;1;2;0.0010384215991692627;0.0;0.0016051364365971107
129509671;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
1171532075;0;0;0;0;0;0;2;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.001549186676994578;0.0;0.0;0;0;2;0.00025819777949909634;0.0;0.0
120416972;0;0;0;1;0;0;2;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.001549186676994578;0.0;0.0;0;1;2;0.00025819777949909634;0.0;0.0016051364365971107
11864422X;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
118504398;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
117414662;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
100689590;0;0;0;0;0;1;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0022935779816513763;0.000774593338497289;0.0;0.0;0;0;2;0.0005113618866914442;0.0;0.0
118860771;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118829211;0;0;0;0;1;0;2;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.001549186676994578;0.0;0.0;0;0;3;0.0005029359096997816;0.0;0.0
13237854X;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118525255;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
11863030X;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
118535196;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
123682290;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118918990;0;0;0;0;0;0;8;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.006196746707978312;0.0;0.0;0;0;8;0.0010327911179963854;0.0;0.0
1014454778;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
120309297;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
123620694;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
1048024555;0;0;0;0;0;0;0;4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005681818181818182;0.0;4;0;0;0.0;0.002840909090909091;0.0
132454122;0;0;0;0;0;2;2;0;0;0.0;0.0;0.0;0.0;0.0;0.0045871559633027525;0.001549186676994578;0.0;0.0;0;0;4;0.0010227237733828885;0.0;0.0
118510789;0;0;0;1;0;0;2;4;1;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.001549186676994578;0.005681818181818182;0.003115264797507788;4;1;3;0.0007774085790837277;0.002840909090909091;0.0016051364365971107
120066866;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
119143666;0;0;0;0;1;0;1;1;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.000774593338497289;0.0014204545454545455;0.0;1;0;2;0.00037383701995023343;0.0007102272727272727;0.0
118709216;0;0;1;0;0;0;0;0;0;0.0;0.0;0.007633587786259542;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.0012722646310432569;0.0;0.0
129805440;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
129233668;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
11862251X;0;1;0;2;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0032102728731942215;0.0;0.0;0.0;0.0;0.0;0;2;1;0.00030864197530864197;0.0;0.0032102728731942215
129336459;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118541102;0;0;0;1;2;0;5;1;0;0.0;0.0;0.0;0.0016051364365971107;0.002936857562408223;0.0;0.0038729666924864447;0.0014204545454545455;0.0;1;1;7;0.0011349707091491113;0.0007102272727272727;0.0016051364365971107
142049891;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
11870656X;0;1;0;0;0;0;0;0;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0.00030864197530864197;0.0;0.0
118869647;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
124634583;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
1196827923;0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002840909090909091;0.0;2;0;0;0.0;0.0014204545454545455;0.0
1049335821;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
